username,id,created_at,name,verified,profile_image_url,description,protected,location,url,public_metrics.followers_count,public_metrics.following_count,public_metrics.tweet_count,public_metrics.listed_count,entities.url.urls,entities.description.hashtags,entities.description.urls,pinned_tweet_id,entities.description.mentions
RepRalphNorman,880480631108644864,2017-06-29T17:38:35.000Z,Rep. Ralph Norman,True,https://pbs.twimg.com/profile_images/886594415904608258/VyYZc8Uk_normal.jpg,Proudly serving the 5th congressional district of South Carolina 🍑 - Chairman @House_COS,False,"South Carolina, USA",https://t.co/xkxjk2pivP,32001,609,3334,690,"[{'start': 0, 'end': 23, 'url': 'https://t.co/xkxjk2pivP', 'expanded_url': 'http://norman.house.gov', 'display_url': 'norman.house.gov'}]",,,,"[{'start': 78, 'end': 88, 'username': 'House_COS'}]"
RepRonEstes,854715071116849157,2017-04-19T15:15:27.000Z,Rep. Ron Estes,True,https://pbs.twimg.com/profile_images/859497281317482498/9I2gHXlr_normal.jpg,Official Twitter of Congressman Ron Estes. Proudly serving the 4th District of Kansas🌻#KS04,False,"Wichita, KS",https://t.co/NJSexJkaxg,9673,1790,2598,512,"[{'start': 0, 'end': 23, 'url': 'https://t.co/NJSexJkaxg', 'expanded_url': 'http://estes.house.gov', 'display_url': 'estes.house.gov'}]","[{'start': 86, 'end': 91, 'tag': 'KS04'}]",,,
RepClayHiggins,843636970538618880,2017-03-20T01:35:02.000Z,Rep. Clay Higgins,True,https://pbs.twimg.com/profile_images/1512137619286765577/qLfWpbtq_normal.jpg,Proudly representing #LA03 in the U.S. House of Representatives. Member of @HomelandGOP and @GOPOversight.,False,,https://t.co/3e2PLiODKB,32427,404,2057,797,"[{'start': 0, 'end': 23, 'url': 'https://t.co/3e2PLiODKB', 'expanded_url': 'http://clayhiggins.house.gov', 'display_url': 'clayhiggins.house.gov'}]","[{'start': 21, 'end': 26, 'tag': 'LA03'}]",,1570475227708104707,"[{'start': 75, 'end': 87, 'username': 'HomelandGOP'}, {'start': 92, 'end': 105, 'username': 'GOPOversight'}]"
RepRutherfordFL,828977216595849216,2017-02-07T14:42:24.000Z,Rep. John Rutherford,True,https://pbs.twimg.com/profile_images/999013227936628736/kPDy7RMJ_normal.jpg,Proudly serving NE FL District 4.  Former Sheriff focused on keeping communities safe & protecting your rights. @HouseAppropsGOP & House Ethics Committee,False,"Washington, DC",https://t.co/wj7pQPamPu,15979,497,2096,588,"[{'start': 0, 'end': 23, 'url': 'https://t.co/wj7pQPamPu', 'expanded_url': 'https://rutherford.house.gov/', 'display_url': 'rutherford.house.gov'}]",,,,"[{'start': 112, 'end': 128, 'username': 'HouseAppropsGOP'}]"
RepMikeJohnson,827279765287559171,2017-02-02T22:17:20.000Z,Rep. Mike Johnson,True,https://pbs.twimg.com/profile_images/1307500766236676096/G-zmcEqK_normal.jpg,"Christian, husband, father serving LA's 4th Congressional District since ‘17. Vice Chairman of House Republicans. Constitutional law attorney & small biz owner.",False,"Washington, DC",https://t.co/g7YnsTSojC,85804,560,5791,819,"[{'start': 0, 'end': 23, 'url': 'https://t.co/g7YnsTSojC', 'expanded_url': 'https://mikejohnson.house.gov/', 'display_url': 'mikejohnson.house.gov'}]",,,,
RepJenniffer,819744763020775425,2017-01-13T03:15:56.000Z,Jenniffer González,True,https://pbs.twimg.com/profile_images/826526731636973568/EZ74mtcJ_normal.jpg,"Proudly representing the 3.2 million U.S. citizens of Puerto Rico in Congress. Member of @NatResources, @TransportGOP and @HouseGOP.",False,"Washington, DC and Puerto Rico",https://t.co/Q6xGtqpo7F,35463,708,9278,368,"[{'start': 0, 'end': 23, 'url': 'https://t.co/Q6xGtqpo7F', 'expanded_url': 'https://gonzalez-colon.house.gov/', 'display_url': 'gonzalez-colon.house.gov'}]",,,1571269240543494145,"[{'start': 89, 'end': 102, 'username': 'NatResources'}, {'start': 104, 'end': 117, 'username': 'TransportGOP'}, {'start': 122, 'end': 131, 'username': 'HouseGOP'}]"
RepDonBacon,818975124460335106,2017-01-11T00:17:40.000Z,Rep. Don Bacon 🇺🇸,True,https://pbs.twimg.com/profile_images/1449940828164608002/-jBLm6bc_normal.jpg,"Serving the great people of NE-02 🇺🇸. Married to Angie, 4 kids, 7 grandkids. Brig Gen ⭐️ USAF (Ret.) Policy questions? Visit://bacon.house.gov",False,"Papillion, NE",https://t.co/mkCpzgSdUD,21206,656,16285,649,"[{'start': 0, 'end': 23, 'url': 'https://t.co/mkCpzgSdUD', 'expanded_url': 'http://bacon.house.gov', 'display_url': 'bacon.house.gov'}]",,,,
RepMattGaetz,818948638890217473,2017-01-10T22:32:25.000Z,Rep. Matt Gaetz,True,https://pbs.twimg.com/profile_images/1394339460649820162/o1gB5Wpg_normal.jpg,Official Twitter for Congressman Matt Gaetz. Proud conservative who is honored to serve the First District of Florida.,False,,https://t.co/m1VwiU0vDT,1726466,665,10086,4840,"[{'start': 0, 'end': 23, 'url': 'https://t.co/m1VwiU0vDT', 'expanded_url': 'https://linktr.ee/repmattgaetz', 'display_url': 'linktr.ee/repmattgaetz'}]",,,1572978960392421379,
RepDarrenSoto,818713465653051392,2017-01-10T06:57:55.000Z,Rep. Darren Soto,True,https://pbs.twimg.com/profile_images/1268566855909851136/pMeXN2R2_normal.jpg,"Proudly representing #FL9: Osceola County & parts of Orange & Polk Counties. 🇺🇸🇵🇷 Chair of @FFCongress. Member of @EnergyCommerce, @NRDems & @HispanicCaucus",False,"Kissimmee, Florida",https://t.co/3Iswy0Rzuf,24178,6917,8271,753,"[{'start': 0, 'end': 23, 'url': 'https://t.co/3Iswy0Rzuf', 'expanded_url': 'https://soto.house.gov', 'display_url': 'soto.house.gov'}]","[{'start': 21, 'end': 25, 'tag': 'FL9'}]",,1564595782174613505,"[{'start': 91, 'end': 102, 'username': 'FFCongress'}, {'start': 114, 'end': 129, 'username': 'EnergyCommerce'}, {'start': 131, 'end': 138, 'username': 'NRDems'}, {'start': 141, 'end': 156, 'username': 'HispanicCaucus'}]"
SenJackyRosen,818554054309715969,2017-01-09T20:24:29.000Z,Senator Jacky Rosen,True,https://pbs.twimg.com/profile_images/1520041466109825025/Rpk8egu1_normal.jpg,Working across the aisle to deliver for hardworking Nevada families in the U.S. Senate. Proud mom and wife. Former computer programmer and synagogue president.,False,Nevada,https://t.co/fq26igiB6n,49168,819,10210,1038,"[{'start': 0, 'end': 23, 'url': 'https://t.co/fq26igiB6n', 'expanded_url': 'http://www.rosen.senate.gov', 'display_url': 'rosen.senate.gov'}]",,,1540499155033985027,
RepGonzalez,818536152588238849,2017-01-09T19:13:21.000Z,Rep. Vicente Gonzalez,True,https://pbs.twimg.com/profile_images/818878449091805184/-usbsU-q_normal.jpg,Proudly representing the 15th District of Texas in U.S. Congress #VaccinesWork #TX15,False,,https://t.co/SR7eiejCx3,12570,496,3732,539,"[{'start': 0, 'end': 23, 'url': 'https://t.co/SR7eiejCx3', 'expanded_url': 'https://gonzalez.house.gov/', 'display_url': 'gonzalez.house.gov'}]","[{'start': 65, 'end': 78, 'tag': 'VaccinesWork'}, {'start': 79, 'end': 84, 'tag': 'TX15'}]",,1511367439686287365,
RepAlLawsonJr,818472418620608512,2017-01-09T15:00:05.000Z,"U.S. Rep. Al Lawson, Jr.",True,https://pbs.twimg.com/profile_images/1268268342562955266/G7vycb0E_normal.jpg,Serving #Florida's Fifth District #ForThePeople l Member of @FSCDems and @HouseAgDems l Husband. Father. Grandfather l #FSU Seminole & #FAMU Rattler 🐍,False,"Tallahassee — Jacksonville, FL",https://t.co/btx2YIoEdi,16996,1344,2406,558,"[{'start': 0, 'end': 23, 'url': 'https://t.co/btx2YIoEdi', 'expanded_url': 'https://lawson.house.gov', 'display_url': 'lawson.house.gov'}]","[{'start': 8, 'end': 16, 'tag': 'Florida'}, {'start': 34, 'end': 47, 'tag': 'ForThePeople'}, {'start': 119, 'end': 123, 'tag': 'FSU'}, {'start': 135, 'end': 140, 'tag': 'FAMU'}]",,,"[{'start': 60, 'end': 68, 'username': 'FSCDems'}, {'start': 73, 'end': 85, 'username': 'HouseAgDems'}]"
RepTedBudd,817138492614524928,2017-01-05T22:39:33.000Z,Congressman Ted Budd,True,https://pbs.twimg.com/profile_images/987039452483739648/Hs7YypAA_normal.jpg,Proudly serving the 13th district of North Carolina. Instagram: reptedbudd,False,"Davie County, North Carolina",https://t.co/pA6NWv0WBw,46583,709,3783,742,"[{'start': 0, 'end': 23, 'url': 'https://t.co/pA6NWv0WBw', 'expanded_url': 'https://budd.house.gov/connect/', 'display_url': 'budd.house.gov/connect/'}]",,,,
RepEspaillat,817076257770835968,2017-01-05T18:32:15.000Z,Adriano Espaillat,True,https://pbs.twimg.com/profile_images/1401886600561401862/2YqcV-hr_normal.jpg,Former undocumented immigrant turned progressive Congressman. Proudly fighting #ForThePeople of NY-13. 💪🏽,False,Harlem | Wash. Heights | Bronx,https://t.co/nxR52Wrg1X,34612,2045,17072,799,"[{'start': 0, 'end': 23, 'url': 'https://t.co/nxR52Wrg1X', 'expanded_url': 'https://linktr.ee/repespaillat', 'display_url': 'linktr.ee/repespaillat'}]","[{'start': 79, 'end': 92, 'tag': 'ForThePeople'}]",,1449349847891550210,
RepLBR,817050219007328258,2017-01-05T16:48:47.000Z,Rep. Lisa Blunt Rochester,True,https://pbs.twimg.com/profile_images/1501975438721171465/QnpNT0vZ_normal.jpg,Official Twitter page for U.S. Representative Lisa Blunt Rochester (D-DE).,False,"Delaware, USA - Washington, DC",https://t.co/tmnDd4BQRT,28336,583,3397,601,"[{'start': 0, 'end': 23, 'url': 'https://t.co/tmnDd4BQRT', 'expanded_url': 'http://bluntrochester.house.gov/', 'display_url': 'bluntrochester.house.gov'}]",,,1547979311684022273,
RepBarragan,816833925456789505,2017-01-05T02:29:18.000Z,Nanette D. Barragán,True,https://pbs.twimg.com/profile_images/1395612690836566018/Z3RsD66t_normal.jpg,"Honored to represent CA's 44th Congressional District, #CA44. Member of @EnergyCommerce @HomelandDems @HispanicCaucus @USProgressives. @Dodgers fan.",False,"San Pedro, CA",https://t.co/ae9H8QGUrH,32989,9327,8293,807,"[{'start': 0, 'end': 23, 'url': 'https://t.co/ae9H8QGUrH', 'expanded_url': 'http://www.barragan.house.gov', 'display_url': 'barragan.house.gov'}]","[{'start': 55, 'end': 60, 'tag': 'CA44'}]",,1571199565637754880,"[{'start': 72, 'end': 87, 'username': 'EnergyCommerce'}, {'start': 88, 'end': 101, 'username': 'HomelandDems'}, {'start': 102, 'end': 117, 'username': 'HispanicCaucus'}, {'start': 118, 'end': 133, 'username': 'USProgressives'}, {'start': 135, 'end': 143, 'username': 'Dodgers'}]"
RepLizCheney,816719802328715264,2017-01-04T18:55:49.000Z,Rep. Liz Cheney,True,https://pbs.twimg.com/profile_images/1133351651991941120/3CiGwymh_normal.jpg,"Official Page of Congresswoman Liz Cheney, proudly representing the people of Wyoming.",False,"Wyoming, USA",https://t.co/lsWacDj6j3,562088,242,1813,1902,"[{'start': 0, 'end': 23, 'url': 'https://t.co/lsWacDj6j3', 'expanded_url': 'https://cheney.house.gov', 'display_url': 'cheney.house.gov'}]",,,1489691175883882496,
RepTomSuozzi,816705409486618624,2017-01-04T17:58:38.000Z,Tom Suozzi,True,https://pbs.twimg.com/profile_images/1554500019033718785/28MaIr6u_normal.jpg,"Representing New York's 3rd Congressional District including parts of Queens, Nassau and Suffolk counties. https://t.co/mRTIFPnjy2",False,"Glen Cove, NY",https://t.co/Q3pjiZ5jj7,20390,152,2950,571,"[{'start': 0, 'end': 23, 'url': 'https://t.co/Q3pjiZ5jj7', 'expanded_url': 'http://suozzi.house.gov', 'display_url': 'suozzi.house.gov'}]",,"[{'start': 107, 'end': 130, 'url': 'https://t.co/mRTIFPnjy2', 'expanded_url': 'http://Facebook.com/RepTomSuozzi', 'display_url': 'Facebook.com/RepTomSuozzi'}]",,
SenJohnKennedy,816683274076614656,2017-01-04T16:30:40.000Z,John Kennedy,True,https://pbs.twimg.com/profile_images/1478828894878945282/oc8JVTd1_normal.jpg,"Official account of U.S. Senator John Kennedy of Louisiana.
Facebook: https://t.co/X7wYyW9pnx",False,Louisiana,https://t.co/ZZnq2vhAXw,412430,1304,3640,1906,"[{'start': 0, 'end': 23, 'url': 'https://t.co/ZZnq2vhAXw', 'expanded_url': 'https://www.kennedy.senate.gov/', 'display_url': 'kennedy.senate.gov'}]",,"[{'start': 70, 'end': 93, 'url': 'https://t.co/X7wYyW9pnx', 'expanded_url': 'https://www.facebook.com/SenatorJohnKennedy', 'display_url': 'facebook.com/SenatorJohnKen…'}]",1395854377278218242,
RepAndyBiggsAZ,816652616625168388,2017-01-04T14:28:51.000Z,Rep Andy Biggs,True,https://pbs.twimg.com/profile_images/1176647112550993920/rETjTe_z_normal.jpg,Representing Arizona's Fighting Fifth.,False,"Arizona, USA",https://t.co/LxLsr4csI9,493031,1758,21859,2102,"[{'start': 0, 'end': 23, 'url': 'https://t.co/LxLsr4csI9', 'expanded_url': 'http://biggs.house.gov', 'display_url': 'biggs.house.gov'}]",,,,
RepBrianFitz,816303263586914304,2017-01-03T15:20:39.000Z,Rep. Brian Fitzpatrick 🇺🇸,True,https://pbs.twimg.com/profile_images/987357349156458497/d4VDis2Y_normal.jpg,A fiercely independent voice for my hometown of #PA01 | Former @FBI Special Agent & Federal Prosecutor | CPA | EMT | Proud @Penn_State Alum | #WeAre 🐾,False,"Bucks County, PA",https://t.co/fDbVS71DZP,22140,354,4024,689,"[{'start': 0, 'end': 23, 'url': 'https://t.co/fDbVS71DZP', 'expanded_url': 'https://fitzpatrick.house.gov/', 'display_url': 'fitzpatrick.house.gov'}]","[{'start': 48, 'end': 53, 'tag': 'PA01'}, {'start': 142, 'end': 148, 'tag': 'WeAre'}]",,1214261229549686791,"[{'start': 63, 'end': 67, 'username': 'FBI'}, {'start': 123, 'end': 134, 'username': 'Penn_State'}]"
RepRoKhanna,816298918468259841,2017-01-03T15:03:23.000Z,Rep. Ro Khanna,True,https://pbs.twimg.com/profile_images/1236008748130406400/6RLY4LrX_normal.jpg,Silicon Valley's #CA17. Creating jobs in areas left behind & tax credits for working class. Ending endless wars. No PAC $. Probably drinking coffee. he/him,False,"Silicon Valley, CA",https://t.co/eoL2VKAIFZ,116434,1898,12404,1429,"[{'start': 0, 'end': 23, 'url': 'https://t.co/eoL2VKAIFZ', 'expanded_url': 'https://khanna.house.gov/', 'display_url': 'khanna.house.gov'}]","[{'start': 17, 'end': 22, 'tag': 'CA17'}]",,,
RepArrington,816284664658874368,2017-01-03T14:06:44.000Z,Rep. Jodey Arrington,True,https://pbs.twimg.com/profile_images/1364647702970195977/96vsXXX9_normal.jpg,Proudly representing the good people of West Texas. Husband. Father of 3. Wreck ‘em Tech. @WaysandMeansGOP & @JECRepublicans.,False,West Texas,https://t.co/YUEg4JeBmu,19881,1691,4175,583,"[{'start': 0, 'end': 23, 'url': 'https://t.co/YUEg4JeBmu', 'expanded_url': 'http://arrington.house.gov', 'display_url': 'arrington.house.gov'}]",,,,"[{'start': 90, 'end': 106, 'username': 'WaysandMeansGOP'}, {'start': 109, 'end': 124, 'username': 'JECRepublicans'}]"
RepMcEachin,816181091673448448,2017-01-03T07:15:10.000Z,Rep. Donald McEachin,True,https://pbs.twimg.com/profile_images/1267817330177830912/rzhAyaeC_normal.jpg,"Father, husband & Progressive Democrat. Proudly representing VA’s 4th Congressional District. Member of @EnergyCommerce, @NRDems, & @climatecrisis",False,,https://t.co/IsHgFCD4gT,14532,1395,6360,579,"[{'start': 0, 'end': 23, 'url': 'https://t.co/IsHgFCD4gT', 'expanded_url': 'http://mceachin.house.gov', 'display_url': 'mceachin.house.gov'}]",,,1478855327537848320,"[{'start': 104, 'end': 119, 'username': 'EnergyCommerce'}, {'start': 121, 'end': 128, 'username': 'NRDems'}, {'start': 132, 'end': 146, 'username': 'climatecrisis'}]"
RepCarbajal,816157667882373120,2017-01-03T05:42:06.000Z,Rep. Salud Carbajal,True,https://pbs.twimg.com/profile_images/1547321189764419588/hyoV_iLL_normal.jpg,"Father, husband and veteran proudly representing California’s 24th District. Working to protect the environment, improve our economy, and support our veterans.",False,,https://t.co/LkVgPi18T1,15654,1047,5679,623,"[{'start': 0, 'end': 23, 'url': 'https://t.co/LkVgPi18T1', 'expanded_url': 'https://carbajal.house.gov/', 'display_url': 'carbajal.house.gov'}]",,,1551316996364673024,
RepDavidKustoff,816012124505931780,2017-01-02T20:03:46.000Z,Rep. David Kustoff,True,https://pbs.twimg.com/profile_images/837085695479070721/yqIFqepO_normal.jpg,"Official news and updates from Congressman David Kustoff, Proudly serving the 8th District of Tennessee",False,"TN-08/Washington, DC",https://t.co/ZB6hjscM8M,14505,834,3199,485,"[{'start': 0, 'end': 23, 'url': 'https://t.co/ZB6hjscM8M', 'expanded_url': 'http://kustoff.house.gov', 'display_url': 'kustoff.house.gov'}]",,,,
RepLouCorrea,815985039485837312,2017-01-02T18:16:08.000Z,Rep. Lou Correa,True,https://pbs.twimg.com/profile_images/958720189897625601/c-SpjpEc_normal.jpg,Father. Public servant. Member of Congress. @HouseJudiciary @HomelandDems @HouseAgDems,False,"Santa Ana, CA",https://t.co/0HurGNrGkR,26974,48,1516,618,"[{'start': 0, 'end': 23, 'url': 'https://t.co/0HurGNrGkR', 'expanded_url': 'http://correa.house.gov', 'display_url': 'correa.house.gov'}]",,,,"[{'start': 44, 'end': 59, 'username': 'HouseJudiciary'}, {'start': 60, 'end': 73, 'username': 'HomelandDems'}, {'start': 74, 'end': 86, 'username': 'HouseAgDems'}]"
RepGallagher,815966620300480514,2017-01-02T17:02:57.000Z,Rep. Gallagher Press Office,True,https://pbs.twimg.com/profile_images/819978410038624266/0Df5fXvA_normal.jpg,Tweets from the staff of Rep. Gallagher. For more information visit his website.,False,,https://t.co/uBDJgXRW2D,37879,466,5056,726,"[{'start': 0, 'end': 23, 'url': 'https://t.co/uBDJgXRW2D', 'expanded_url': 'https://gallagher.house.gov/', 'display_url': 'gallagher.house.gov'}]",,,1499487269803245568,
DrNealDunnFL2,815952318487298048,2017-01-02T16:06:07.000Z,Dr. Neal Dunn,True,https://pbs.twimg.com/profile_images/1518706464772304897/QGIEbV3T_normal.jpg,Official government Twitter account for Congressman Neal Dunn (FL-02).,False,,https://t.co/t3M2uQTWQv,11057,299,2710,536,"[{'start': 0, 'end': 23, 'url': 'https://t.co/t3M2uQTWQv', 'expanded_url': 'http://www.dunn.house.gov', 'display_url': 'dunn.house.gov'}]",,,,
RepJayapal,815733290955112448,2017-01-02T01:35:46.000Z,Rep. Pramila Jayapal,True,https://pbs.twimg.com/profile_images/978268908057751552/LdIDc0tc_normal.jpg,"Congresswoman, lifelong organizer, mom. Proudly serving WA-07. Chair of @USProgressives, Member of @HouseJudiciary, @EdLaborCmte & @HouseBudgetDems. She/her.",False,"Seattle, WA",https://t.co/NfJUzeteop,638296,2726,29275,3422,"[{'start': 0, 'end': 23, 'url': 'https://t.co/NfJUzeteop', 'expanded_url': 'https://jayapal.house.gov/', 'display_url': 'jayapal.house.gov'}]",,,,"[{'start': 72, 'end': 87, 'username': 'USProgressives'}, {'start': 99, 'end': 114, 'username': 'HouseJudiciary'}, {'start': 116, 'end': 128, 'username': 'EdLaborCmte'}, {'start': 131, 'end': 147, 'username': 'HouseBudgetDems'}]"
RepJoshG,815310506596691968,2016-12-31T21:35:47.000Z,Rep Josh Gottheimer,True,https://pbs.twimg.com/profile_images/824380405482668042/TGcE_Hz0_normal.jpg,Honored to serve NJ-5 | Co-Chair @ProbSolveCaucus | Financial Services & Homeland Security Committees | Working across the aisle for lower taxes & Jersey Values,False,,https://t.co/ceIx0jIT4u,20012,217,10325,687,"[{'start': 0, 'end': 23, 'url': 'https://t.co/ceIx0jIT4u', 'expanded_url': 'http://Gottheimer.House.Gov', 'display_url': 'Gottheimer.House.Gov'}]",,,,"[{'start': 33, 'end': 49, 'username': 'ProbSolveCaucus'}]"
CongressmanRaja,814179031956488192,2016-12-28T18:39:42.000Z,Congressman Raja Krishnamoorthi,True,https://pbs.twimg.com/profile_images/817454739910750209/-LvcQa9a_normal.jpg,"Official Twitter account of Congressman Raja Krishnamoorthi, serving on @HouseIntel and @OversightDems, and representing Illinois' 8th Congressional District.",False,"Schaumburg, IL",https://t.co/s0AH87fXlE,189574,5023,12511,1176,"[{'start': 0, 'end': 23, 'url': 'https://t.co/s0AH87fXlE', 'expanded_url': 'https://krishnamoorthi.house.gov/', 'display_url': 'krishnamoorthi.house.gov'}]",,,1517594453288136704,"[{'start': 72, 'end': 83, 'username': 'HouseIntel'}, {'start': 88, 'end': 102, 'username': 'OversightDems'}]"
RepBrianMast,814103950404239360,2016-12-28T13:41:21.000Z,Rep. Brian Mast,True,https://pbs.twimg.com/profile_images/1080531843907244032/XLrsVXa5_normal.jpg,"I love my wife, 4 rowdy kids and dog, America and my community. I would give my life for them all without regret. God bless, and thank you for letting me serve.",False,,https://t.co/ZWFCURkWD5,65755,493,6199,774,"[{'start': 0, 'end': 23, 'url': 'https://t.co/ZWFCURkWD5', 'expanded_url': 'https://mast.house.gov/', 'display_url': 'mast.house.gov'}]",,,,
RepTrey,811986281177772032,2016-12-22T17:26:30.000Z,Trey Hollingsworth,True,https://pbs.twimg.com/profile_images/1088501775336902657/4O_H6qOp_normal.jpg,Proudly serving my fellow Hoosiers of Indiana's 9th District. Member of the House Financial Services Committee.,False,Indiana's 9th District,,13458,673,914,536,,,,,
SenCortezMasto,811313565760163844,2016-12-20T20:53:22.000Z,Senator Cortez Masto,True,https://pbs.twimg.com/profile_images/1296092531566968832/A05aIYcg_normal.jpg,U.S. Senator from the great state of Nevada.,False,,https://t.co/v6sRnbH7nI,69648,930,11173,1467,"[{'start': 0, 'end': 23, 'url': 'https://t.co/v6sRnbH7nI', 'expanded_url': 'http://cortezmasto.senate.gov', 'display_url': 'cortezmasto.senate.gov'}]",,,1547614222535733252,
RepOHalleran,808416682972770304,2016-12-12T21:02:11.000Z,Rep. Tom O'Halleran,True,https://pbs.twimg.com/profile_images/1083045869312720897/CHw6zuQJ_normal.jpg,"Proud husband, father, and grandfather. Fighting for #AZ01 families and co-chairing the @HouseBlueDogs Coalition.",False,"Arizona, USA",https://t.co/9oadMoCwTQ,18108,4390,6622,754,"[{'start': 0, 'end': 23, 'url': 'https://t.co/9oadMoCwTQ', 'expanded_url': 'http://ohalleran.house.gov', 'display_url': 'ohalleran.house.gov'}]","[{'start': 53, 'end': 58, 'tag': 'AZ01'}]",,1568276897506770946,"[{'start': 88, 'end': 102, 'username': 'HouseBlueDogs'}]"
RepRaskin,806906355214852096,2016-12-08T17:00:41.000Z,Rep. Jamie Raskin,True,https://pbs.twimg.com/profile_images/1421240778433699845/8-1oWnGh_normal.jpg,"Proudly serving MD’s 8th on @rulesdemocrats, @housejudiciary, @oversightdems & @houseadm_dems. Confronting violent extremism on the @January6thCmte.",False,Maryland's 8th District,https://t.co/Rv9BjnkkIF,625693,6057,11624,2585,"[{'start': 0, 'end': 23, 'url': 'https://t.co/Rv9BjnkkIF', 'expanded_url': 'http://instagram.com/repraskin', 'display_url': 'instagram.com/repraskin'}]",,,1569736806240866306,"[{'start': 28, 'end': 43, 'username': 'rulesdemocrats'}, {'start': 45, 'end': 60, 'username': 'housejudiciary'}, {'start': 62, 'end': 76, 'username': 'oversightdems'}, {'start': 79, 'end': 93, 'username': 'houseadm_dems'}, {'start': 132, 'end': 147, 'username': 'January6thCmte'}]"
RepDrewFerguson,806583915012046854,2016-12-07T19:39:25.000Z,Congressman Drew Ferguson,True,https://pbs.twimg.com/profile_images/1426577422690959360/kBd0TbP2_normal.jpg,Proudly serving the good folks of Georgia’s Third Congressional District. @WaysandMeansGOP & @GOPDoctors Caucus member. Chief Deputy Whip for @HouseGOP.,False,"West Point, GA",https://t.co/8XHxLvnz0c,13383,529,2851,507,"[{'start': 0, 'end': 23, 'url': 'https://t.co/8XHxLvnz0c', 'expanded_url': 'https://ferguson.house.gov/', 'display_url': 'ferguson.house.gov'}]",,,,"[{'start': 74, 'end': 90, 'username': 'WaysandMeansGOP'}, {'start': 93, 'end': 104, 'username': 'GOPDoctors'}, {'start': 142, 'end': 151, 'username': 'HouseGOP'}]"
RepValDemings,798973032362606600,2016-11-16T19:36:29.000Z,Rep. Val Demings,True,https://pbs.twimg.com/profile_images/1481985302054981645/OGMbmnnh_normal.jpg,U.S. Representative Florida's 10th Congressional District. Public Servant. Former Orlando Police Chief. Christian. Wife. Mother. Grandmother. Harley Enthusiast.,False,"Washington, DC I Orlando, FL",https://t.co/xS7wxNqdeA,457324,893,13686,2197,"[{'start': 0, 'end': 23, 'url': 'https://t.co/xS7wxNqdeA', 'expanded_url': 'http://demings.house.gov', 'display_url': 'demings.house.gov'}]",,,,
RepTenney,797201048490430465,2016-11-11T22:15:16.000Z,Rep. Claudia Tenney,True,https://pbs.twimg.com/profile_images/1505230652878331906/6mWJzscD_normal.jpg,Official Twitter. Honored to represent #NY22. Member @HouseForeignGOP & @HSBCgop. Co-Chair #ElectionIntegrityCaucus. For updates visit https://t.co/dwIltL8lOk.,False,New York-22,https://t.co/O4ZvEcn8Sw,24287,602,5599,265,"[{'start': 0, 'end': 23, 'url': 'https://t.co/O4ZvEcn8Sw', 'expanded_url': 'http://tenney.house.gov', 'display_url': 'tenney.house.gov'}]","[{'start': 39, 'end': 44, 'tag': 'NY22'}, {'start': 91, 'end': 115, 'tag': 'ElectionIntegrityCaucus'}]","[{'start': 135, 'end': 158, 'url': 'https://t.co/dwIltL8lOk', 'expanded_url': 'http://Tenney.House.Gov', 'display_url': 'Tenney.House.Gov'}]",,"[{'start': 53, 'end': 69, 'username': 'HouseForeignGOP'}, {'start': 72, 'end': 80, 'username': 'HSBCgop'}]"
RepJimmyPanetta,796736612554117120,2016-11-10T15:29:45.000Z,Rep. Jimmy Panetta,True,https://pbs.twimg.com/profile_images/827208718618132481/Z6uQa-l__normal.jpg,I'm honored to serve as the Congressman for California's Central Coast (CA-20) in the U.S. House of Representatives.,False,,https://t.co/9QMrnfxHRG,16495,607,6718,633,"[{'start': 0, 'end': 23, 'url': 'https://t.co/9QMrnfxHRG', 'expanded_url': 'http://panetta.house.gov', 'display_url': 'panetta.house.gov'}]",,,,
RepStephMurphy,796183515998068736,2016-11-09T02:51:57.000Z,U.S. Rep. Stephanie Murphy,True,https://pbs.twimg.com/profile_images/1392982669152161796/JIechbGm_normal.jpg,Fighting for progress and proudly representing Seminole & Orange Counties in the U.S. House of Representatives.,False,"Winter Park, FL",https://t.co/rjr6Jecu6i,61306,1223,6233,1008,"[{'start': 0, 'end': 23, 'url': 'https://t.co/rjr6Jecu6i', 'expanded_url': 'http://murphy.house.gov', 'display_url': 'murphy.house.gov'}]",,,,
WarrenDavidson,742735530287304704,2016-06-14T15:08:44.000Z,Congressman Warren Davidson,True,https://pbs.twimg.com/profile_images/1570041158155239425/6nQLfRUO_normal.jpg,Former Army Ranger serving Ohio's 8th District in Congress. More freedom. Less government. Sound Money. It's not compassionate to bankrupt America!,False,#OH08,https://t.co/E3R3xZewVu,46706,3964,7080,775,"[{'start': 0, 'end': 23, 'url': 'https://t.co/E3R3xZewVu', 'expanded_url': 'https://davidson.house.gov/', 'display_url': 'davidson.house.gov'}]",,,1346145264822849537,
